12,6,,767,1997,1,100.00%,🇮🇹,Italy,1,100.00%,Jalisse,Fiumi di parole,`06` 🇮🇹 Fiumi di parole,"06. 🇮🇹 Italy (1997)
Jalisse - Fiumi di parole
#ALTESC250",319.60,259.30,6,131,358,294,97,110,5,1127,119,302,223,68,9,679,227,4,902,833,24,15,165,249,10,13
11,7,,1689,2022,2,97.44%,🇸🇪,Sweden,1,100.00%,Cornelia Jakobs,Hold Me Closer,`07` 🇸🇪 Hold Me Closer,"07. 🇸🇪 Sweden (2022)
Cornelia Jakobs - Hold Me Closer
#ALTESC250",285.00,270.39,4,49,269,214,216,91,451,42,354,469,6,97,75,110,239,28,559,671,9,123,86,139,1015,907
3,8,,345,1977,1,100.00%,🇫🇷,France,2,98.48%,Marie Myriam,L'oiseau et l'enfant,`08` 🇫🇷 L'oiseau et l'enfant,"08. 🇫🇷 France (1977)
Marie Myriam - L'oiseau et l'enfant
#ALTESC250",356.19,290.17,-5,122,312,107,18,35,80,1191,252,3,178,67,233,873,302,851,603,962,4,4,14,9,391,63
4,9,,1631,2021,2,97.37%,🇺🇦,Ukraine,1,100.00%,Go_A,Shum,`09` 🇺🇦 Shum,"09. 🇺🇦 Ukraine (2021)
Go_A - Shum
#ALTESC250",360.42,291.43,-5,15,502,8,229,22,294,547,264,509,4,334,80,262,38,51,342,722,174,87,57,369,1664,129
33,10,,669,1993,1,100.00%,🇮🇪,Ireland,1,100.00%,Niamh Kavanagh,In Your Eyes,`10` 🇮🇪 In Your Eyes,"010. 🇮🇪 Ireland (1993)
Niamh Kavanagh - In Your Eyes
#ALTESC250",326.55,294.04,23,58,672,216,173,207,24,35,171,358,520,35,262,499,1264,18,187,903,26,117,81,219,15,703
8,11,,1439,2016,1,100.00%,🇺🇦,Ukraine,2,94.44%,Jamala,1944,`11` 🇺🇦 1944,"11. 🇺🇦 Ukraine (2016)
Jamala - 1944
#ALTESC250",471.75,294.09,-3,44,1627,14,198,3,29,867,44,318,8,1,10,15,32,208,469,265,155,260,22,17,1620,538
22,12,,1072,2007,1,100.00%,🇫🇮,Finland,1,100.00%,Hanna Pakarinen,Leave Me Alone,`12` 🇫🇮 Leave Me Alone,"12. 🇫🇮 Finland (2007)
Hanna Pakarinen - Leave Me Alone
#ALTESC250",268.48,294.30,10,171,524,389,611,847,191,61,49,58,265,293,47,958,46,218,617,25,258,308,243,40,45,505
5,13,,1055,2007,2,97.56%,🇷🇸,Serbia,1,100.00%,Marija Šerifović,Molitva,`13` 🇷🇸 Molitva,"13. 🇷🇸 Serbia (2007)
Marija Šerifović - Molitva
#ALTESC250",304.47,296.00,-8,1224,88,178,225,168,185,434,442,161,15,39,8,156,86,479,273,640,59,419,21,542,875,91
19,14,,1494,2018,1,100.00%,🇦🇱,Albania,1,100.00%,Eugent Bushpepa,Mall,`14` 🇦🇱 Mall,"14. 🇦🇱 Albania (2018)
Eugent Bushpepa - Mall
#ALTESC250",381.38,299.70,5,891,1439,3,247,198,119,457,35,740,47,72,61,1056,25,98,135,267,256,114,17,127,34,455
13,15,,1161,2009,1,100.00%,🇪🇪,Estonia,1,100.00%,Urban Symphony,Rändajad,`15` 🇪🇪 Rändajad,"15. 🇪🇪 Estonia (2009)
Urban Symphony - Rändajad
#ALTESC250",418.18,307.96,-2,103,258,80,192,27,52,1096,93,162,101,186,49,33,719,101,1584,1069,166,505,4,36,389,78
7,16,,267,1973,1,100.00%,🇱🇺,Luxembourg,1,100.00%,Anne-Marie David,Tu te reconnaîtras,`16` 🇱🇺 Tu te reconnaîtras,"16. 🇱🇺 Luxembourg (1973)
Anne-Marie David - Tu te reconnaîtras
#ALTESC250",340.02,318.91,-9,191,1108,201,539,291,44,1206,1,11,79,15,326,870,225,536,500,244,66,129,408,151,108,86
14,17,,1025,2006,1,100.00%,🇧🇦,Bosnia & Herzegovina,1,100.00%,Hari Mata Hari,Lejla,`17` 🇧🇦 Lejla,"17. 🇧🇦 Bosnia & Herzegovina (2006)
Hari Mata Hari - Lejla
#ALTESC250",445.39,319.74,-3,946,878,9,684,340,150,222,115,37,76,5,5,42,5,375,1599,345,47,136,42,56,1237,3
29,18,,146,1966,1,100.00%,🇳🇴,Norway,2,98.36%,Åse Kleveland,Intet er nytt under solen,`18` 🇳🇴 Intet er nytt under solen,"18. 🇳🇴 Norway (1966)
Åse Kleveland - Intet er nytt under solen
#ALTESC250",418.40,322.17,11,1,1265,303,26,40,38,9,186,572,357,264,113,149,67,329,155,1358,33,442,234,92,1305,72
81,19,,702,1994,1,100.00%,🇭🇺,Hungary,1,100.00%,Friderika Bayer,Kinek mondjam el vétkeimet?,`19` 🇭🇺 Kinek mondjam el vétkeimet?,"19. 🇭🇺 Hungary (1994)
Friderika Bayer - Kinek mondjam el vétkeimet?
#ALTESC250",461.13,323.74,62,82,528,144,156,25,47,1680,112,100,146,394,391,459,27,386,1723,80,18,96,23,229,263,337
20,20,,550,1988,1,100.00%,🇨🇭,Switzerland,1,100.00%,Céline Dion,Ne partez pas sans moi,`20` 🇨🇭 Ne partez pas sans moi,"20. 🇨🇭 Switzerland (1988)
Céline Dion - Ne partez pas sans moi
#ALTESC250",281.38,326.17,0,324,711,113,287,409,281,559,412,13,551,128,216,150,1203,473,435,620,82,102,55,31,33,314
9,21,,1710,2023,1,100.00%,🇫🇮,Finland,2,98.21%,Käärijä,Cha Cha Cha,`21` 🇫🇮 Cha Cha Cha,"21. 🇫🇮 Finland (2023)
Käärijä - Cha Cha Cha
#ALTESC250",501.66,344.61,-12,16,544,7,530,243,124,461,11,22,51,289,124,10,78,47,951,59,912,49,59,1662,1669,8
71,22,,1699,2023,2,97.22%,🇱🇻,Latvia,1,100.00%,Sudden Lights,Aijā,`22` 🇱🇻 Aijā,"22. 🇱🇻 Latvia (2023)
Sudden Lights - Aijā
#ALTESC250",348.65,344.87,49,192,624,45,771,328,110,358,377,210,389,217,593,332,7,10,190,13,646,737,9,133,1503,138
47,23,,703,1994,2,95.83%,🇷🇺,Russia,1,100.00%,Youddiph,Vechny strannik,`23` 🇷🇺 Vechny strannik,"23. 🇷🇺 Russia (1994)
Youddiph - Vechny strannik
#ALTESC250",321.03,348.13,24,62,852,467,160,57,48,394,366,68,368,812,24,708,111,255,184,898,1119,17,107,343,210,377
52,24,,343,1977,2,94.12%,🇫🇮,Finland,3,96.43%,Monica Aspelund,Lapponia,`24` 🇫🇮 Lapponia,"24. 🇫🇮 Finland (1977)
Monica Aspelund - Lapponia
#ALTESC250",364.97,352.26,28,105,1458,137,49,673,33,932,103,81,62,553,164,166,774,620,306,62,329,76,355,737,114,213
64,25,,782,1997,2,95.83%,🇬🇧,United Kingdom,1,100.00%,Katrina & the Waves,Love Shine a Light,`25` 🇬🇧 Love Shine a Light,"25. 🇬🇧 United Kingdom (1997)
Katrina & the Waves - Love Shine a Light
#ALTESC250",363.04,352.57,39,220,15,269,617,177,678,1121,780,203,151,151,37,229,397,889,1246,426,50,28,91,19,66,249
37,26,,1658,2022,3,94.87%,🇱🇹,Lithuania,1,100.00%,Monika Liu,Sentimentai,`26` 🇱🇹 Sentimentai,"26. 🇱🇹 Lithuania (2022)
Monika Liu - Sentimentai
#ALTESC250",413.26,360.74,11,35,1155,74,13,18,157,63,77,527,52,18,770,93,238,66,454,56,111,546,1274,563,1187,750
112,27,,1303,2013,1,100.00%,🇲🇩,Moldova,1,100.00%,Aliona Moon,O mie,`27` 🇲🇩 O mie,"27. 🇲🇩 Moldova (2013)
Aliona Moon - O mie
#ALTESC250",285.91,365.00,85,214,209,249,106,89,421,180,542,163,196,22,650,355,411,217,400,633,254,1254,71,467,873,419
31,28,,801,1998,1,100.00%,🇳🇱,Netherlands,2,98.44%,Edsilia,Hemel en aarde,`28` 🇳🇱 Hemel en aarde,"28. 🇳🇱 Netherlands (1998)
Edsilia - Hemel en aarde
#ALTESC250",427.43,366.39,3,3,1443,229,72,113,43,1079,1147,290,23,521,172,377,208,13,334,970,8,10,300,849,192,31
125,29,,724,1995,2,95.45%,🇩🇰,Denmark,2,98.08%,Aud Wilken,Fra Mols til Skagen,`29` 🇩🇰 Fra Mols til Skagen,"29. 🇩🇰 Denmark (1995)
Aud Wilken - Fra Mols til Skagen
#ALTESC250",345.87,373.22,96,8,802,330,1,14,17,8,109,798,165,274,205,461,410,352,1272,227,243,439,638,351,364,1096
46,30,,758,1996,1,100.00%,🇸🇪,Sweden,2,98.39%,One More Time,Den vilda,`30` 🇸🇪 Den vilda,"30. 🇸🇪 Sweden (1996)
One More Time - Den vilda
#ALTESC250",484.21,377.48,16,18,42,181,37,49,7,1098,25,333,243,148,18,1252,714,504,1686,1190,540,267,192,75,54,9
26,31,,1675,2022,4,92.31%,🇷🇸,Serbia,2,93.33%,Konstrakta,In corpore sano,`31` 🇷🇸 In corpore sano,"31. 🇷🇸 Serbia (2022)
Konstrakta - In corpore sano
#ALTESC250",315.21,377.57,-5,118,169,210,77,72,158,566,1188,1081,96,207,397,263,150,449,556,186,189,313,288,813,756,382
10,32,,760,1997,3,91.67%,🇹🇷,Türkiye,1,100.00%,Şebnem Paker & Grup Ethnic,Dinle,`32` 🇹🇷 Dinle,"32. 🇹🇷 Türkiye (1997)
Şebnem Paker & Grup Ethnic - Dinle
#ALTESC250",463.61,379.83,-22,340,1540,13,93,11,37,575,251,111,69,63,174,348,95,83,249,759,134,446,1,903,1619,822
62,33,,290,1974,1,100.00%,🇮🇹,Italy,2,97.96%,Gigliola Cinquetti,Sì,`33` 🇮🇹 Sì,"33. 🇮🇹 Italy (1974)
Gigliola Cinquetti - Sì
#ALTESC250",355.44,380.65,29,183,419,55,369,475,104,1027,196,21,269,42,325,265,1305,119,335,1091,542,432,208,163,783,27
114,34,,1354,2014,1,100.00%,🇫🇮,Finland,4,94.64%,Softengine,Something Better,`34` 🇫🇮 Something Better,"34. 🇫🇮 Finland (2014)
Softengine - Something Better
#ALTESC250",465.70,382.17,80,159,271,264,130,200,393,1236,47,328,354,194,189,195,62,69,1400,1450,35,50,83,206,1314,161
18,35,,615,1991,1,100.00%,🇫🇷,France,3,96.97%,Amina,C'est le dernier qui a parlé qui a raison,`35` 🇫🇷 C'est le dernier qui a parlé qui a raison,"35. 🇫🇷 France (1991)
Amina - C'est le dernier qui a parlé qui a raison
#ALTESC250",445.91,386.74,-17,39,1328,32,1090,119,2,433,69,573,139,131,149,1156,506,348,1368,70,42,183,58,257,755,48
60,36,,1661,2022,5,89.74%,🇺🇦,Ukraine,3,88.89%,Kalush Orchestra,Stefania,`36` 🇺🇦 Stefania,"36. 🇺🇦 Ukraine (2022)
Kalush Orchestra - Stefania
#ALTESC250",389.45,390.00,24,177,509,278,742,7,348,621,162,296,515,65,185,13,33,475,375,430,148,776,48,962,1696,109
44,37,,376,1979,1,100.00%,🇫🇷,France,4,95.45%,Anne-Marie David,Je suis l'enfant soleil,`37` 🇫🇷 Je suis l'enfant soleil,"37. 🇫🇷 France (1979)
Anne-Marie David - Je suis l'enfant soleil
#ALTESC250",320.71,391.13,7,184,751,664,19,552,46,122,43,402,466,30,48,927,387,199,807,867,230,103,518,181,1016,434
97,38,,680,1993,2,95.83%,🇳🇴,Norway,3,96.72%,Silje Vige,Alle mine tankar,`38` 🇳🇴 Alle mine tankar,"38. 🇳🇴 Norway (1993)
Silje Vige - Alle mine tankar
#ALTESC250",364.72,391.43,59,383,375,68,1073,58,66,5,179,215,457,481,12,60,287,26,1146,584,319,752,247,233,1028,949
119,39,,574,1989,1,100.00%,🇩🇰,Denmark,3,96.15%,Birthe Kjær,Vi maler byen rød,`39` 🇩🇰 Vi maler byen rød,"39. 🇩🇰 Denmark (1989)
Birthe Kjær - Vi maler byen rød
#ALTESC250",520.41,392.39,80,63,1075,60,15,107,241,146,396,61,1,224,90,117,556,20,76,1644,222,57,224,1327,662,1641
41,40,,450,1983,1,100.00%,🇫🇮,Finland,5,92.86%,Ami Aspelund,Fantasiaa,`40` 🇫🇮 Fantasiaa,"40. 🇫🇮 Finland (1983)
Ami Aspelund - Fantasiaa
#ALTESC250",407.07,395.39,1,72,1418,73,8,213,13,682,76,147,103,407,160,1086,518,17,313,1187,126,252,616,859,530,218
58,41,,118,1964,1,100.00%,🇮🇹,Italy,3,95.92%,Gigliola Cinquetti,Non ho l'età,`41` 🇮🇹 Non ho l'età,"41. 🇮🇹 Italy (1964)
Gigliola Cinquetti - Non ho l'età
#ALTESC250",399.47,395.43,17,276,1260,146,807,60,127,334,374,99,140,50,224,839,1511,22,374,212,401,205,29,192,763,650
48,42,,770,1997,4,87.50%,🇵🇱,Poland,1,100.00%,Anna Maria Jopek,Ale jestem,`42` 🇵🇱 Ale jestem,"42. 🇵🇱 Poland (1997)
Anna Maria Jopek - Ale jestem
#ALTESC250",373.60,395.57,6,10,1325,142,457,163,8,746,697,1040,377,592,34,500,64,332,984,65,306,62,123,423,642,6
69,43,,752,1996,2,95.45%,🇮🇪,Ireland,2,98.21%,Eimear Quinn,The Voice,`43` 🇮🇪 The Voice,"43. 🇮🇪 Ireland (1996)
Eimear Quinn - The Voice
#ALTESC250",432.79,399.30,26,109,252,31,1311,66,4,515,128,537,643,513,4,168,773,1049,1360,1011,274,234,66,42,4,90
16,44,,137,1965,1,100.00%,🇱🇺,Luxembourg,2,97.30%,France Gall,"Poupée de cire, poupée de son","`44` 🇱🇺 Poupée de cire, poupée de son","44. 🇱🇺 Luxembourg (1965)
France Gall - Poupée de cire, poupée de son
#ALTESC250",355.95,399.91,-28,46,908,174,792,10,454,224,373,32,239,358,293,632,375,281,810,494,300,280,218,239,1586,80
77,45,,1137,2009,2,97.56%,🇮🇸,Iceland,1,100.00%,Yohanna,Is It True?,`45` 🇮🇸 Is It True?,"45. 🇮🇸 Iceland (2009)
Yohanna - Is It True?
#ALTESC250",337.69,400.74,32,466,440,257,864,855,536,84,75,316,304,210,418,319,230,383,762,1390,87,705,30,12,8,466
55,46,,206,1969,1,100.00%,🇫🇷,France,5,93.94%,Frida Boccara,"Un jour, un enfant","`46` 🇫🇷 Un jour, un enfant","46. 🇫🇷 France (1969)
Frida Boccara - Un jour, un enfant
#ALTESC250",366.00,401.39,9,128,1050,512,354,730,527,169,762,125,432,7,6,1017,744,315,316,50,281,29,271,46,109,1252
63,47,,406,1981,1,100.00%,🇩🇪,Germany,1,100.00%,Lena Valaitis,Johnny Blue,`47` 🇩🇪 Johnny Blue,"47. 🇩🇪 Germany (1981)
Lena Valaitis - Johnny Blue
#ALTESC250",433.56,402.35,16,202,69,39,31,224,116,1364,67,223,806,550,198,1248,123,385,1339,954,227,517,227,177,110,58
94,48,,660,1993,3,91.67%,🇩🇰,Denmark,4,94.23%,Tommy Seebach Band,Under stjernerne på himlen,`48` 🇩🇰 Under stjernerne på himlen,"48. 🇩🇰 Denmark (1993)
Tommy Seebach Band - Under stjernerne på himlen
#ALTESC250",422.18,403.83,46,48,466,20,54,826,93,436,535,34,199,104,20,248,2,48,1234,1409,642,343,731,1173,421,202
154,49,,942,2004,1,100.00%,🇨🇾,Cyprus,1,100.00%,Lisa Andreas,Stronger Every Minute,`49` 🇨🇾 Stronger Every Minute,"49. 🇨🇾 Cyprus (2004)
Lisa Andreas - Stronger Every Minute
#ALTESC250",368.87,404.26,105,70,817,290,148,67,404,747,864,248,544,464,29,121,671,85,1571,366,119,319,237,146,793,178
35,50,,441,1982,1,100.00%,🇩🇪,Germany,2,98.53%,Nicole,Ein bißchen Frieden,`50` 🇩🇪 Ein bißchen Frieden,"50. 🇩🇪 Germany (1982)
Nicole - Ein bißchen Frieden
#ALTESC250",302.63,404.52,-15,305,1164,110,94,441,207,627,195,345,378,557,68,494,540,726,445,648,53,212,241,252,105,1097
50,51,,1387,2015,1,100.00%,🇲🇪,Montenegro,1,100.00%,Knez,Adio,`51` 🇲🇪 Adio,"51. 🇲🇪 Montenegro (2015)
Knez - Adio
#ALTESC250",401.97,405.48,-1,181,1375,48,907,1045,413,601,275,299,20,13,222,141,49,118,83,564,680,438,129,62,1238,425
145,52,,23,1957,1,100.00%,🇩🇰,Denmark,5,92.31%,Birthe Wilke & Gustav Winckler,Skibet skal sejle i nat,`52` 🇩🇰 Skibet skal sejle i nat,"52. 🇩🇰 Denmark (1957)
Birthe Wilke & Gustav Winckler - Skibet skal sejle i nat
#ALTESC250",398.89,407.91,93,338,829,301,66,2,326,40,13,1442,83,31,583,594,346,459,416,868,40,191,411,1361,219,423
130,53,,83,1962,1,100.00%,🇫🇷,France,6,92.42%,Isabelle Aubret,Un premier amour,`53` 🇫🇷 Un premier amour,"53. 🇫🇷 France (1962)
Isabelle Aubret - Un premier amour
#ALTESC250",301.75,410.13,77,562,81,660,163,51,473,71,595,9,649,19,331,696,460,144,71,427,546,399,544,494,778,1210
17,54,,281,1974,2,93.75%,🇸🇪,Sweden,3,96.77%,ABBA,Waterloo,`54` 🇸🇪 Waterloo,"54. 🇸🇪 Sweden (1974)
ABBA - Waterloo
#ALTESC250",375.82,410.96,-37,185,1478,46,426,191,758,377,827,387,78,214,234,220,695,316,842,990,147,42,127,124,27,721
150,55,,1669,2022,6,87.18%,🇮🇸,Iceland,2,97.14%,Systur,Með hækkandi sól,`55` 🇮🇸 Með hækkandi sól,"55. 🇮🇸 Iceland (2022)
Systur - Með hækkandi sól
#ALTESC250",382.65,411.30,95,90,865,707,179,100,267,41,477,1108,86,79,36,298,192,77,764,333,375,1348,883,191,161,803
96,56,,1609,2020,1,100.00%,🇧🇬,Bulgaria,1,100.00%,Victoria,Tears Getting Sober,`56` 🇧🇬 Tears Getting Sober,"56. 🇧🇬 Bulgaria (2020)
Victoria - Tears Getting Sober
#ALTESC250",397.18,414.04,40,31,1499,163,260,582,305,233,1562,625,37,33,459,242,356,300,484,233,367,614,213,157,609,159
156,57,,1695,2022,7,84.62%,🇬🇧,United Kingdom,2,98.46%,Sam Ryder,Space Man,`57` 🇬🇧 Space Man,"57. 🇬🇧 United Kingdom (2022)
Sam Ryder - Space Man
#ALTESC250",473.87,415.87,99,64,1646,52,107,805,407,18,208,460,1648,655,143,30,400,54,989,608,25,116,77,171,497,385
88,58,,924,2003,1,100.00%,🇧🇪,Belgium,1,100.00%,Urban Trad,Sanomi,`58` 🇧🇪 Sanomi,"58. 🇧🇪 Belgium (2003)
Urban Trad - Sanomi
#ALTESC250",447.73,418.61,30,52,445,177,265,142,62,536,266,1003,296,693,62,41,162,331,1728,609,435,223,40,77,1477,506
65,59,,1031,2006,2,97.22%,🇳🇴,Norway,4,95.08%,Christine Guldbrandsen,Alvedansen,`59` 🇳🇴 Alvedansen,"59. 🇳🇴 Norway (2006)
Christine Guldbrandsen - Alvedansen
#ALTESC250",392.53,418.65,6,217,1675,98,71,1157,108,356,163,439,104,449,70,511,350,755,371,926,516,464,178,68,250,333
30,60,,983,2005,1,100.00%,🇨🇭,Switzerland,2,98.44%,Vanilla Ninja,Cool Vibes,`60` 🇨🇭 Cool Vibes,"60. 🇨🇭 Switzerland (2005)
Vanilla Ninja - Cool Vibes
#ALTESC250",465.48,420.65,-30,252,938,115,131,112,255,1666,151,251,59,578,26,1418,22,581,1003,176,131,637,168,103,44,858
124,61,,273,1973,2,93.75%,🇮🇱,Israel,1,100.00%,Ilanit,Ey Sham,`61` 🇮🇱 Ey Sham,"61. 🇮🇱 Israel (1973)
Ilanit - Ey Sham
#ALTESC250",344.48,421.70,63,187,912,498,805,430,209,1385,590,90,564,189,297,57,640,9,832,539,10,37,473,437,415,94
53,62,,1268,2012,1,100.00%,🇷🇸,Serbia,3,86.67%,Željko Joksimović,Nije ljubav stvar,`62` 🇷🇸 Nije ljubav stvar,"62. 🇷🇸 Serbia (2012)
Željko Joksimović - Nije ljubav stvar
#ALTESC250",426.13,423.26,-9,602,1089,170,1187,449,175,75,1249,5,143,2,148,123,145,1029,301,791,235,444,143,119,1091,20
78,63,,263,1973,3,87.50%,🇪🇸,Spain,1,100.00%,Mocedades,Eres tú,`63` 🇪🇸 Eres tú,"63. 🇪🇸 Spain (1973)
Mocedades - Eres tú
#ALTESC250",452.50,425.57,15,292,1303,186,975,221,45,1205,118,2,29,27,201,1082,277,280,1337,772,198,7,152,410,35,634
107,64,,1296,2013,2,97.37%,🇩🇰,Denmark,6,90.38%,Emmelie de Forest,Only Teardrops,`64` 🇩🇰 Only Teardrops,"64. 🇩🇰 Denmark (2013)
Emmelie de Forest - Only Teardrops
#ALTESC250",386.55,426.48,43,658,778,86,217,292,856,1606,198,462,108,136,213,286,359,272,705,914,56,575,51,11,147,823
32,65,,614,1991,2,95.24%,🇸🇪,Sweden,4,95.16%,Carola,Fångad av en stormvind,`65` 🇸🇪 Fångad av en stormvind,"65. 🇸🇪 Sweden (1991)
Carola - Fångad av en stormvind
#ALTESC250",392.39,429.87,-33,259,1416,195,276,250,738,721,405,194,249,75,167,69,210,296,808,1433,156,115,290,739,117,709
98,66,,1481,2017,1,100.00%,🇧🇾,Belarus,1,100.00%,Naviband,Story of My Life,`66` 🇧🇾 Story of My Life,"66. 🇧🇾 Belarus (2017)
Naviband - Story of My Life
#ALTESC250",270.16,430.17,32,311,303,245,309,232,408,737,7,1239,399,536,648,589,379,126,558,501,81,431,370,816,154,515
51,67,,979,2005,2,97.37%,🇭🇺,Hungary,2,94.44%,NOX,"Forogj, világ!","`67` 🇭🇺 Forogj, világ!","67. 🇭🇺 Hungary (2005)
NOX - Forogj, világ!
#ALTESC250",409.54,433.17,-16,178,605,5,195,334,148,1288,335,254,721,975,78,211,91,71,583,1397,71,1080,151,426,153,613
84,68,,747,1996,3,90.91%,🇳🇴,Norway,5,93.44%,Elisabeth Andreassen,I evighet,`68` 🇳🇴 I evighet,"68. 🇳🇴 Norway (1996)
Elisabeth Andreassen - I evighet
#ALTESC250",364.34,434.09,16,172,1154,202,853,571,68,406,679,668,130,805,53,420,1018,970,272,90,820,344,121,51,16,101
59,69,,200,1969,2,93.33%,🇳🇱,Netherlands,3,96.88%,Lenny Kuhr,De troubadour,`69` 🇳🇱 De troubadour,"69. 🇳🇱 Netherlands (1969)
Lenny Kuhr - De troubadour
#ALTESC250",447.34,437.61,-10,47,1305,57,210,452,77,668,226,503,7,1387,43,633,24,210,134,632,12,162,584,391,888,1413
109,70,,445,1983,2,94.74%,🇸🇪,Sweden,5,93.55%,Carola Häggkvist,Främling,`70` 🇸🇪 Främling,"70. 🇸🇪 Sweden (1983)
Carola Häggkvist - Främling
#ALTESC250",427.09,438.74,39,115,1338,179,12,387,135,681,202,207,406,269,223,269,66,182,370,1629,267,5,655,545,923,1026
68,71,,1344,2014,2,97.22%,🇳🇱,Netherlands,4,95.31%,The Common Linnets,Calm After the Storm,`71` 🇳🇱 Calm After the Storm,"71. 🇳🇱 Netherlands (2014)
The Common Linnets - Calm After the Storm
#ALTESC250",477.87,439.87,-3,33,599,708,35,29,168,883,1273,330,16,16,227,390,1446,165,785,1618,167,475,321,21,12,400
70,72,,1104,2008,1,100.00%,🇹🇷,Türkiye,2,96.97%,Mor ve Ötesi,Deli,`72` 🇹🇷 Deli,"72. 🇹🇷 Türkiye (2008)
Mor ve Ötesi - Deli
#ALTESC250",450.40,440.13,-2,745,763,69,759,736,129,1515,256,56,1110,589,27,26,8,117,730,243,468,125,8,108,1345,191
43,73,,603,1990,1,100.00%,🇮🇹,Italy,4,93.88%,Toto Cutugno,Insieme: 1992,`73` 🇮🇹 Insieme: 1992,"73. 🇮🇹 Italy (1990)
Toto Cutugno - Insieme: 1992
#ALTESC250",327.41,440.17,-30,567,988,337,856,310,63,272,435,145,534,230,76,372,863,133,782,879,543,68,20,38,640,973
61,74,,1278,2012,2,97.56%,🇸🇪,Sweden,6,91.94%,Loreen,Euphoria,`74` 🇸🇪 Euphoria,"74. 🇸🇪 Sweden (2012)
Loreen - Euphoria
#ALTESC250",422.72,440.48,-13,746,270,197,238,36,1424,167,573,167,12,12,230,324,338,310,1269,1039,708,148,73,83,659,1108
79,75,,1163,2009,3,95.12%,🇫🇷,France,7,90.91%,Patricia Kaas,Et s'il fallait le faire,`75` 🇫🇷 Et s'il fallait le faire,"75. 🇫🇷 France (2009)
Patricia Kaas - Et s'il fallait le faire
#ALTESC250",425.85,441.09,4,60,1157,28,34,149,182,556,365,966,49,17,144,1322,281,140,892,535,381,243,1052,16,1092,484
95,76,,294,1975,1,100.00%,🇩🇪,Germany,3,97.06%,Joy Fleming,Ein Lied kann eine Brücke sein,`76` 🇩🇪 Ein Lied kann eine Brücke sein,"76. 🇩🇪 Germany (1975)
Joy Fleming - Ein Lied kann eine Brücke sein
#ALTESC250",407.00,442.13,19,670,517,193,83,400,578,190,344,171,53,564,150,1099,115,546,1462,259,431,26,868,1294,144,12
